2024-04-07T00:53:14.100+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:53:15.066+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:53:15.066+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:01.138+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:02.079+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:02.970+0800	ERROR	restart failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:121", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:04.083+0800	ERROR	restart failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:121", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:06.659+0800	ERROR	restart failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:121", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:06.678+0800	ERROR	restart failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:121", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:44.454+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:44.855+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:45.051+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:45.245+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:55:45.395+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:56:01.281+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:56:01.285+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:56:01.309+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
2024-04-07T00:56:01.310+0800	ERROR	Process check command failed!	{"caller": "E:/Myproject/sing2cat_web/GinRouter/sing2cat.go:102", "error": "exec: \"systemctl\": executable file not found in %PATH%"}
